city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total_price,date,payment_method,cost_of_goods_sold,gross_income,rating
Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.225999999999999,235.74599999999998,1/19/2019,Ewallet,224.52,11.225999999999999,8.6
Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248000000000005,782.2080000000001,2/7/2019,Cash,744.96,37.248000000000005,6.8
Yangon,Member,Male,Fashion accessories,51.34,8,20.535999999999998,431.256,1/31/2019,Ewallet,410.72,20.535999999999998,7.6
Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,Cash,298.8,14.94,5.8
Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.58700000000002,2/2/2019,Cash,212.94,10.647,4.1
Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,Credit card,42.85,2.1425,9.3
Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.61400000000003,3/11/2019,Cash,378.68,18.934,6.8
Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2/22/2019,Ewallet,206.91,10.3455,8.7
Mandalay,Member,Female,Electronic accessories,26.26,3,3.9389999999999996,82.719,3/2/2019,Ewallet,78.78,3.9389999999999996,6.3
Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,3/10/2019,Credit card,322.11,16.1055,5.1
Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.9110000000000005,103.131,2/8/2019,Cash,98.22,4.9110000000000005,7.0
Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2/22/2019,Credit card,25.46,1.273,5.2
Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.0790000000001,1/10/2019,Credit card,581.98,29.099,6.6
Naypyitaw,Member,Female,Sports and travel,35.22,6,10.565999999999999,221.886,3/14/2019,Ewallet,211.32,10.565999999999999,6.5
Mandalay,Normal,Female,Electronic accessories,13.78,4,2.7560000000000002,57.876000000000005,1/10/2019,Ewallet,55.12,2.7560000000000002,9.0
Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2/15/2019,Credit card,88.31,4.4155,5.2
Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,1/13/2019,Credit card,356.58,17.829,6.8
Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,Credit card,794.25,39.7125,7.6
Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,3/2/2019,Ewallet,50.62,2.531,7.2
Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,3/24/2019,Ewallet,599.52,29.976,7.1
Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2/2/2019,Credit card,166.7,8.335,9.5
Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,Ewallet,744.4,37.22,5.1
Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.98800000000006,1/20/2019,Ewallet,448.56,22.428,7.6
Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,1/3/2019,Ewallet,378.9,18.945,9.8
Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.857999999999999,270.018,1/24/2019,Ewallet,257.16,12.857999999999999,5.1
Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,1/5/2019,Ewallet,552.23,27.6115,7.5
Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,Cash,447.4,22.37,7.4
Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2/17/2019,Cash,276.27,13.8135,4.2
Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.92699999999996,3/21/2019,Ewallet,343.74,17.187,5.9
Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,3/2/2019,Ewallet,266.08,13.304,6.9
Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,3/27/2019,Cash,898.38,44.919,6.6
Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,Ewallet,456.8,22.84,5.7
Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2/19/2019,Credit card,253.95,12.6975,5.3
Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.08800000000001,3/28/2019,Cash,70.56,3.528,4.2
Yangon,Normal,Female,Electronic accessories,93.88,7,32.858000000000004,690.018,1/5/2019,Credit card,657.16,32.858000000000004,7.3
Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,3/26/2019,Credit card,168.5,8.425,5.3
Mandalay,Member,Male,Fashion accessories,53.78,1,2.6889999999999996,56.468999999999994,2/3/2019,Ewallet,53.78,2.6889999999999996,4.7
Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2/6/2019,Ewallet,179.05,8.9525,7.9
Mandalay,Normal,Female,Food and beverages,26.43,8,10.572000000000001,222.012,2/24/2019,Ewallet,211.44,10.572000000000001,8.9
Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,Ewallet,119.73,5.9865,9.3
Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,1/9/2019,Ewallet,65.7,3.285,4.7
Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,Ewallet,251.4,12.57,8.7
Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,1/13/2019,Cash,84.16,4.208,7.6
Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2/9/2019,Cash,395.46,19.773,5.7
Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,1/6/2019,Cash,297.99,14.8995,6.8
Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,1/10/2019,Cash,454.41,22.7205,5.4
Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2/7/2019,Cash,276.12,13.806,7.1
Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,Cash,158.0,7.9,7.8
Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2/19/2019,Cash,887.94,44.397,8.4
Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,3/18/2019,Cash,91.98,4.599,9.8
Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,Cash,41.78,2.089,9.8
Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,3/19/2019,Credit card,15.5,0.775,7.4
Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,3/30/2019,Cash,290.46,14.523,6.7
Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,1/26/2019,Credit card,66.66,3.333,6.4
Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,3/2/2019,Credit card,76.54,3.827,5.8
Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,3/4/2019,Ewallet,299.7,14.985,7.2
Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,1/13/2019,Credit card,243.03,12.1515,9.3
Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,Cash,47.4,2.37,9.5
Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,3/11/2019,Credit card,172.45,8.6225,9.0
Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,1/1/2019,Credit card,846.3,42.315,9.0
Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2/10/2019,Ewallet,258.37,12.9185,6.7
Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,1/26/2019,Cash,609.56,30.478,5.5
Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2/11/2019,Cash,240.24,12.012,5.4
Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2/7/2019,Cash,172.26,8.613,8.2
Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.83200000000001,3/6/2019,Credit card,99.84,4.992,7.0
Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,3/4/2019,Cash,298.64,14.932,8.5
Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019,Ewallet,159.6,7.98,4.9
Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,3/10/2019,Credit card,25.45,1.2725,5.1
Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2/4/2019,Credit card,67.77,3.3885,6.5
Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,1/19/2019,Cash,238.36,11.918,9.8
Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,Cash,232.6,11.63,8.4
Yangon,Member,Female,Sports and travel,97.48,9,43.86600000000001,921.186,3/14/2019,Ewallet,877.32,43.86600000000001,7.4
Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,1/23/2019,Cash,699.72,34.986,6.1
Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,1/9/2019,Cash,674.59,33.7295,6.0
Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2/7/2019,Ewallet,318.55,15.9275,8.5
Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2/18/2019,Ewallet,29.52,1.476,4.3
Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,1/3/2019,Credit card,496.0,24.8,6.2
Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,3/29/2019,Ewallet,823.4,41.17,4.3
Mandalay,Member,Male,Health and beauty,75.37,8,30.148000000000003,633.1080000000001,1/28/2019,Credit card,602.96,30.148000000000003,8.4
Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,3/22/2019,Credit card,282.8,14.14,4.5
Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,1/24/2019,Ewallet,766.0,38.3,6.0
Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,3/10/2019,Ewallet,116.06,5.803,8.8
Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2/22/2019,Ewallet,174.9,8.745,6.6
Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2/18/2019,Ewallet,60.95,3.0475,5.9
Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,1/29/2019,Ewallet,40.35,2.0175,6.2
Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,Ewallet,973.8,48.69,4.4
Yangon,Member,Male,Food and beverages,31.84,1,1.5919999999999999,33.431999999999995,2/9/2019,Cash,31.84,1.5919999999999999,7.7
Yangon,Normal,Male,Home and lifestyle,65.82,1,3.2910000000000004,69.111,2/22/2019,Cash,65.82,3.2910000000000004,4.1
Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,Cash,618.38,30.919,6.6
